paper_idx,voltage,workload,cgate,E_per_mac,layer_node,mac_number,Etotal,Ewlbl,Emul,Eadder,Emem,Emem_O,Emem_W,Emem_I,utilization_O,utilization_W,utilization_I,latency_wo_onload_wo_offload,latency_w_onload_wo_offload,latency_w_onload_w_offload
1,1.0,mb_v1,0.636,1.02,LayerNode_8,294912,300759.088,0.0,3001.025,297054.536,703.528,468.91,0.163,234.455,1.0,1.0,1.0,576,577,578
1,0.5,ds_cnn,0.636,0.103,LayerNode_0,320000,33117.232,0.0,814.08,32232.48,70.672,50.88,0.204,19.589,1.0,1.0,1.0,125,130,131
1,0.5,ds_cnn,0.636,0.066,LayerNode_4,512000,33637.094,0.0,1302.528,32232.48,102.086,50.88,0.326,50.88,1.0,1.0,1.0,125,133,134
1,0.5,ds_cnn,0.636,0.066,LayerNode_16,512000,33637.094,0.0,1302.528,32232.48,102.086,50.88,0.326,50.88,1.0,1.0,1.0,125,133,134
1,0.5,ds_cnn,0.636,0.066,LayerNode_12,512000,33637.094,0.0,1302.528,32232.48,102.086,50.88,0.326,50.88,1.0,1.0,1.0,125,133,134
1,0.5,ds_cnn,0.636,0.066,LayerNode_21,768,50.847,0.0,1.954,48.349,0.544,0.076,0.061,0.407,1.0,1.0,1.0,1,3,4
1,0.5,ds_cnn,0.636,0.066,LayerNode_8,512000,33637.094,0.0,1302.528,32232.48,102.086,50.88,0.326,50.88,1.0,1.0,1.0,125,133,134
1,0.6,ds_cnn,0.636,0.149,LayerNode_0,320000,47688.815,0.0,1172.275,46414.771,101.768,73.267,0.293,28.208,1.0,1.0,1.0,125,130,131
1,0.6,ds_cnn,0.636,0.095,LayerNode_21,768,73.22,0.0,2.813,69.622,0.784,0.11,0.088,0.586,1.0,1.0,1.0,1,3,4
1,0.6,ds_cnn,0.636,0.095,LayerNode_8,512000,48437.415,0.0,1875.64,46414.771,147.003,73.267,0.469,73.267,1.0,1.0,1.0,125,133,134
1,0.6,ds_cnn,0.636,0.095,LayerNode_4,512000,48437.415,0.0,1875.64,46414.771,147.003,73.267,0.469,73.267,1.0,1.0,1.0,125,133,134
1,0.6,ds_cnn,0.636,0.095,LayerNode_12,512000,48437.415,0.0,1875.64,46414.771,147.003,73.267,0.469,73.267,1.0,1.0,1.0,125,133,134
1,0.6,ds_cnn,0.636,0.095,LayerNode_16,512000,48437.415,0.0,1875.64,46414.771,147.003,73.267,0.469,73.267,1.0,1.0,1.0,125,133,134
1,0.7,ds_cnn,0.636,0.129,LayerNode_16,512000,65928.704,0.0,2552.955,63175.661,200.088,99.725,0.638,99.725,1.0,1.0,1.0,125,133,134
1,0.7,ds_cnn,0.636,0.13,LayerNode_21,768,99.66,0.0,3.829,94.763,1.067,0.15,0.12,0.798,1.0,1.0,1.0,1,3,4
1,0.7,ds_cnn,0.636,0.203,LayerNode_0,320000,64909.775,0.0,1595.597,63175.661,138.518,99.725,0.399,38.394,1.0,1.0,1.0,125,130,131
1,0.7,ds_cnn,0.636,0.129,LayerNode_4,512000,65928.704,0.0,2552.955,63175.661,200.088,99.725,0.638,99.725,1.0,1.0,1.0,125,133,134
1,0.7,ds_cnn,0.636,0.129,LayerNode_12,512000,65928.704,0.0,2552.955,63175.661,200.088,99.725,0.638,99.725,1.0,1.0,1.0,125,133,134
1,0.7,ds_cnn,0.636,0.129,LayerNode_8,512000,65928.704,0.0,2552.955,63175.661,200.088,99.725,0.638,99.725,1.0,1.0,1.0,125,133,134
1,0.8,ds_cnn,0.636,0.169,LayerNode_21,768,130.168,0.0,5.002,123.773,1.394,0.195,0.156,1.042,1.0,1.0,1.0,1,3,4
1,0.8,ds_cnn,0.636,0.168,LayerNode_12,512000,86110.96,0.0,3334.472,82515.149,261.339,130.253,0.834,130.253,1.0,1.0,1.0,125,133,134
1,0.8,ds_cnn,0.636,0.265,LayerNode_0,320000,84780.115,0.0,2084.045,82515.149,180.921,130.253,0.521,50.147,1.0,1.0,1.0,125,130,131
1,0.8,ds_cnn,0.636,0.168,LayerNode_16,512000,86110.96,0.0,3334.472,82515.149,261.339,130.253,0.834,130.253,1.0,1.0,1.0,125,133,134
1,0.8,ds_cnn,0.636,0.168,LayerNode_8,512000,86110.96,0.0,3334.472,82515.149,261.339,130.253,0.834,130.253,1.0,1.0,1.0,125,133,134
1,0.8,ds_cnn,0.636,0.168,LayerNode_4,512000,86110.96,0.0,3334.472,82515.149,261.339,130.253,0.834,130.253,1.0,1.0,1.0,125,133,134
1,0.9,ds_cnn,0.636,0.213,LayerNode_12,512000,108984.183,0.0,4220.191,104433.235,330.757,164.851,1.055,164.851,1.0,1.0,1.0,125,133,134
1,0.9,ds_cnn,0.636,0.335,LayerNode_0,320000,107299.833,0.0,2637.619,104433.235,228.978,164.851,0.659,63.468,1.0,1.0,1.0,125,130,131
1,0.9,ds_cnn,0.636,0.213,LayerNode_4,512000,108984.183,0.0,4220.191,104433.235,330.757,164.851,1.055,164.851,1.0,1.0,1.0,125,133,134
1,0.9,ds_cnn,0.636,0.213,LayerNode_16,512000,108984.183,0.0,4220.191,104433.235,330.757,164.851,1.055,164.851,1.0,1.0,1.0,125,133,134
1,0.9,ds_cnn,0.636,0.215,LayerNode_21,768,164.744,0.0,6.33,156.65,1.764,0.247,0.198,1.319,1.0,1.0,1.0,1,3,4
1,0.9,ds_cnn,0.636,0.213,LayerNode_8,512000,108984.183,0.0,4220.191,104433.235,330.757,164.851,1.055,164.851,1.0,1.0,1.0,125,133,134
1,1.0,ds_cnn,0.636,0.414,LayerNode_0,320000,132468.929,0.0,3256.32,128929.92,282.689,203.52,0.814,78.355,1.0,1.0,1.0,125,130,131
1,1.0,ds_cnn,0.636,0.265,LayerNode_21,768,203.388,0.0,7.815,193.395,2.178,0.305,0.244,1.628,1.0,1.0,1.0,1,3,4
1,1.0,ds_cnn,0.636,0.263,LayerNode_8,512000,134548.375,0.0,5210.112,128929.92,408.343,203.52,1.303,203.52,1.0,1.0,1.0,125,133,134
1,1.0,ds_cnn,0.636,0.263,LayerNode_16,512000,134548.375,0.0,5210.112,128929.92,408.343,203.52,1.303,203.52,1.0,1.0,1.0,125,133,134
1,1.0,ds_cnn,0.636,0.263,LayerNode_4,512000,134548.375,0.0,5210.112,128929.92,408.343,203.52,1.303,203.52,1.0,1.0,1.0,125,133,134
1,1.0,ds_cnn,0.636,0.263,LayerNode_12,512000,134548.375,0.0,5210.112,128929.92,408.343,203.52,1.303,203.52,1.0,1.0,1.0,125,133,134
1,0.5,deepae,0.636,0.066,LayerNode_6,16384,1077.272,0.0,41.681,1031.439,4.152,2.035,1.303,0.814,1.0,1.0,1.0,17.0,33.0,34.0
1,0.5,deepae,0.636,0.066,LayerNode_18,81920,5384.716,0.0,208.404,5157.197,19.115,10.16,6.512,2.442,1.0,1.0,1.0,140.0,167.0,168.0
1,0.5,deepae,0.636,0.066,LayerNode_12,16384,1077.272,0.0,41.681,1031.439,4.152,2.035,1.303,0.814,1.0,1.0,1.0,17.0,33.0,34.0
1,0.5,deepae,0.636,0.066,LayerNode_0,81920,5384.732,0.0,208.404,5157.197,19.131,8.548,6.513,4.07,1.0,1.0,1.0,153.0,169.0,170.0
1,0.5,deepae,0.636,0.066,LayerNode_2,16384,1077.272,0.0,41.681,1031.439,4.152,2.035,1.303,0.814,1.0,1.0,1.0,17.0,33.0,34.0
1,0.5,deepae,0.636,0.066,LayerNode_8,1024,68.093,0.0,2.605,64.465,1.023,0.127,0.081,0.814,1.0,1.0,1.0,2,3,4
1,0.5,deepae,0.636,0.066,LayerNode_14,16384,1077.272,0.0,41.681,1031.439,4.152,2.035,1.303,0.814,1.0,1.0,1.0,17.0,33.0,34.0
1,0.5,deepae,0.636,0.507,LayerNode_10,1024,519.271,0.0,2.605,515.72,0.946,0.814,0.081,0.051,1.0,1.0,1.0,1,3,4
1,0.5,deepae,0.636,0.066,LayerNode_16,16384,1077.272,0.0,41.681,1031.439,4.152,2.035,1.303,0.814,1.0,1.0,1.0,17.0,33.0,34.0
1,0.5,deepae,0.636,0.066,LayerNode_4,16384,1077.272,0.0,41.681,1031.439,4.152,2.035,1.303,0.814,1.0,1.0,1.0,17.0,33.0,34.0
1,0.6,deepae,0.636,0.096,LayerNode_8,1024,98.053,0.0,3.751,92.83,1.473,0.183,0.117,1.172,1.0,1.0,1.0,2,3,4
1,0.6,deepae,0.636,0.095,LayerNode_6,16384,1551.272,0.0,60.02,1485.273,5.979,2.931,1.876,1.172,1.0,1.0,1.0,17.0,33.0,34.0
1,0.6,deepae,0.636,0.73,LayerNode_10,1024,747.75,0.0,3.751,742.636,1.363,1.172,0.117,0.073,1.0,1.0,1.0,1,3,4
1,0.6,deepae,0.636,0.095,LayerNode_4,16384,1551.272,0.0,60.02,1485.273,5.979,2.931,1.876,1.172,1.0,1.0,1.0,17.0,33.0,34.0
1,0.6,deepae,0.636,0.095,LayerNode_0,81920,7754.014,0.0,300.102,7426.363,27.548,12.309,9.378,5.861,1.0,1.0,1.0,153.0,169.0,170.0
1,0.6,deepae,0.636,0.095,LayerNode_16,16384,1551.272,0.0,60.02,1485.273,5.979,2.931,1.876,1.172,1.0,1.0,1.0,17.0,33.0,34.0
1,0.6,deepae,0.636,0.095,LayerNode_2,16384,1551.272,0.0,60.02,1485.273,5.979,2.931,1.876,1.172,1.0,1.0,1.0,17.0,33.0,34.0
1,0.6,deepae,0.636,0.095,LayerNode_12,16384,1551.272,0.0,60.02,1485.273,5.979,2.931,1.876,1.172,1.0,1.0,1.0,17.0,33.0,34.0
1,0.6,deepae,0.636,0.095,LayerNode_14,16384,1551.272,0.0,60.02,1485.273,5.979,2.931,1.876,1.172,1.0,1.0,1.0,17.0,33.0,34.0
1,0.6,deepae,0.636,0.095,LayerNode_18,81920,7753.991,0.0,300.102,7426.363,27.525,14.631,9.378,3.517,1.0,1.0,1.0,140.0,167.0,168.0
1,0.7,deepae,0.636,0.129,LayerNode_12,16384,2111.453,0.0,81.695,2021.621,8.138,3.989,2.553,1.596,1.0,1.0,1.0,17.0,33.0,34.0
1,0.7,deepae,0.636,0.129,LayerNode_4,16384,2111.453,0.0,81.695,2021.621,8.138,3.989,2.553,1.596,1.0,1.0,1.0,17.0,33.0,34.0
1,0.7,deepae,0.636,0.129,LayerNode_18,81920,10554.044,0.0,408.473,10108.106,37.465,19.914,12.764,4.787,1.0,1.0,1.0,140.0,167.0,168.0
1,0.7,deepae,0.636,0.13,LayerNode_8,1024,133.462,0.0,5.106,126.351,2.004,0.249,0.16,1.596,1.0,1.0,1.0,2,3,4
1,0.7,deepae,0.636,0.129,LayerNode_6,16384,2111.453,0.0,81.695,2021.621,8.138,3.989,2.553,1.596,1.0,1.0,1.0,17.0,33.0,34.0
1,0.7,deepae,0.636,0.129,LayerNode_0,81920,10554.075,0.0,408.473,10108.106,37.497,16.754,12.765,7.978,1.0,1.0,1.0,153.0,169.0,170.0
1,0.7,deepae,0.636,0.129,LayerNode_16,16384,2111.453,0.0,81.695,2021.621,8.138,3.989,2.553,1.596,1.0,1.0,1.0,17.0,33.0,34.0
1,0.7,deepae,0.636,0.994,LayerNode_10,1024,1017.771,0.0,5.106,1010.811,1.855,1.596,0.16,0.1,1.0,1.0,1.0,1,3,4
1,0.7,deepae,0.636,0.129,LayerNode_2,16384,2111.453,0.0,81.695,2021.621,8.138,3.989,2.553,1.596,1.0,1.0,1.0,17.0,33.0,34.0
1,0.7,deepae,0.636,0.129,LayerNode_14,16384,2111.453,0.0,81.695,2021.621,8.138,3.989,2.553,1.596,1.0,1.0,1.0,17.0,33.0,34.0
1,0.8,deepae,0.636,0.168,LayerNode_2,16384,2757.816,0.0,106.703,2640.485,10.629,5.21,3.334,2.084,1.0,1.0,1.0,17.0,33.0,34.0
1,0.8,deepae,0.636,0.168,LayerNode_0,81920,13784.914,0.0,533.515,13202.424,48.975,21.882,16.672,10.42,1.0,1.0,1.0,153.0,169.0,170.0
1,0.8,deepae,0.636,0.168,LayerNode_4,16384,2757.816,0.0,106.703,2640.485,10.629,5.21,3.334,2.084,1.0,1.0,1.0,17.0,33.0,34.0
1,0.8,deepae,0.636,1.298,LayerNode_10,1024,1329.334,0.0,6.669,1320.242,2.423,2.084,0.208,0.13,1.0,1.0,1.0,1,3,4
1,0.8,deepae,0.636,0.168,LayerNode_12,16384,2757.816,0.0,106.703,2640.485,10.629,5.21,3.334,2.084,1.0,1.0,1.0,17.0,33.0,34.0
1,0.8,deepae,0.636,0.168,LayerNode_6,16384,2757.816,0.0,106.703,2640.485,10.629,5.21,3.334,2.084,1.0,1.0,1.0,17.0,33.0,34.0
1,0.8,deepae,0.636,0.168,LayerNode_14,16384,2757.816,0.0,106.703,2640.485,10.629,5.21,3.334,2.084,1.0,1.0,1.0,17.0,33.0,34.0
1,0.8,deepae,0.636,0.168,LayerNode_18,81920,13784.873,0.0,533.515,13202.424,48.934,26.01,16.672,6.252,1.0,1.0,1.0,140.0,167.0,168.0
1,0.8,deepae,0.636,0.17,LayerNode_8,1024,174.317,0.0,6.669,165.03,2.618,0.326,0.208,2.084,1.0,1.0,1.0,2,3,4
1,0.8,deepae,0.636,0.168,LayerNode_16,16384,2757.816,0.0,106.703,2640.485,10.629,5.21,3.334,2.084,1.0,1.0,1.0,17.0,33.0,34.0
1,0.9,deepae,0.636,0.213,LayerNode_2,16384,3490.361,0.0,135.046,3341.864,13.452,6.594,4.22,2.638,1.0,1.0,1.0,17.0,33.0,34.0
1,0.9,deepae,0.636,0.213,LayerNode_0,81920,17446.532,0.0,675.231,16709.318,61.984,27.695,21.101,13.188,1.0,1.0,1.0,153.0,169.0,170.0
1,0.9,deepae,0.636,0.213,LayerNode_12,16384,3490.361,0.0,135.046,3341.864,13.452,6.594,4.22,2.638,1.0,1.0,1.0,17.0,33.0,34.0
1,0.9,deepae,0.636,1.643,LayerNode_10,1024,1682.438,0.0,8.44,1670.932,3.066,2.638,0.264,0.165,1.0,1.0,1.0,1,3,4
1,0.9,deepae,0.636,0.215,LayerNode_8,1024,220.62,0.0,8.44,208.866,3.314,0.412,0.264,2.638,1.0,1.0,1.0,2,3,4
1,0.9,deepae,0.636,0.213,LayerNode_16,16384,3490.361,0.0,135.046,3341.864,13.452,6.594,4.22,2.638,1.0,1.0,1.0,17.0,33.0,34.0
1,0.9,deepae,0.636,0.213,LayerNode_4,16384,3490.361,0.0,135.046,3341.864,13.452,6.594,4.22,2.638,1.0,1.0,1.0,17.0,33.0,34.0
1,0.9,deepae,0.636,0.213,LayerNode_6,16384,3490.361,0.0,135.046,3341.864,13.452,6.594,4.22,2.638,1.0,1.0,1.0,17.0,33.0,34.0
1,0.9,deepae,0.636,0.213,LayerNode_18,81920,17446.48,0.0,675.231,16709.318,61.932,32.919,21.1,7.913,1.0,1.0,1.0,140.0,167.0,168.0
1,0.9,deepae,0.636,0.213,LayerNode_14,16384,3490.361,0.0,135.046,3341.864,13.452,6.594,4.22,2.638,1.0,1.0,1.0,17.0,33.0,34.0
1,1.0,deepae,0.636,2.028,LayerNode_10,1024,2077.084,0.0,10.42,2062.879,3.785,3.256,0.326,0.204,1.0,1.0,1.0,1,3,4
1,1.0,deepae,0.636,0.263,LayerNode_4,16384,4309.088,0.0,166.724,4125.757,16.607,8.141,5.21,3.256,1.0,1.0,1.0,17.0,33.0,34.0
1,1.0,deepae,0.636,0.263,LayerNode_16,16384,4309.088,0.0,166.724,4125.757,16.607,8.141,5.21,3.256,1.0,1.0,1.0,17.0,33.0,34.0
1,1.0,deepae,0.636,0.263,LayerNode_12,16384,4309.088,0.0,166.724,4125.757,16.607,8.141,5.21,3.256,1.0,1.0,1.0,17.0,33.0,34.0
1,1.0,deepae,0.636,0.263,LayerNode_14,16384,4309.088,0.0,166.724,4125.757,16.607,8.141,5.21,3.256,1.0,1.0,1.0,17.0,33.0,34.0
1,1.0,deepae,0.636,0.263,LayerNode_6,16384,4309.088,0.0,166.724,4125.757,16.607,8.141,5.21,3.256,1.0,1.0,1.0,17.0,33.0,34.0
1,1.0,deepae,0.636,0.266,LayerNode_8,1024,272.371,0.0,10.42,257.86,4.091,0.509,0.326,3.256,1.0,1.0,1.0,2,3,4
1,1.0,deepae,0.636,0.263,LayerNode_18,81920,21538.864,0.0,833.618,20628.787,76.459,40.64,26.05,9.769,1.0,1.0,1.0,140.0,167.0,168.0
1,1.0,deepae,0.636,0.263,LayerNode_2,16384,4309.088,0.0,166.724,4125.757,16.607,8.141,5.21,3.256,1.0,1.0,1.0,17.0,33.0,34.0
1,1.0,deepae,0.636,0.263,LayerNode_0,81920,21538.929,0.0,833.618,20628.787,76.524,34.191,26.051,16.282,1.0,1.0,1.0,153.0,169.0,170.0
2,0.5,resnet8,0.29600000000000004,0.013,LayerNode_13,1179648,14891.954,8.866,3491.758,11239.096,152.234,96.993,0.682,54.559,1.0,0.75,1.0,528.0,546.0,547.0
2,0.5,resnet8,0.29600000000000004,0.01,LayerNode_15,2359296,24115.864,17.732,6983.516,16858.644,255.971,145.49,1.364,109.117,1.0,0.75,1.0,814.0,838.0,839.0
2,0.5,resnet8,0.29600000000000004,0.011,LayerNode_22,640,7.018,0.308,1.894,4.573,0.243,0.03,0.024,0.189,1.0,0.25,1.0,1,3,4
2,0.5,resnet8,0.29600000000000004,0.013,LayerNode_7,1179648,14927.228,2.216,3491.758,11239.096,194.157,84.869,0.17,109.117,1.0,0.75,1.0,768,777,778
2,0.5,resnet8,0.29600000000000004,0.017,LayerNode_16,131072,2280.403,0.985,387.973,1873.183,18.262,12.124,0.076,6.062,1.0,0.25,1.0,64,68,69
2,0.5,resnet8,0.29600000000000004,0.032,LayerNode_10,131072,4170.976,0.246,387.973,3746.365,36.391,24.248,0.019,12.124,1.0,0.25,1.0,256,257,258
2,0.5,resnet8,0.29600000000000004,0.02,LayerNode_0,442368,8906.272,0.208,1309.409,7492.731,103.924,48.497,0.016,55.411,1.0,0.25,1.0,1024,1025,1026
2,0.5,resnet8,0.29600000000000004,0.013,LayerNode_9,2359296,29878.704,4.433,6983.516,22478.193,412.562,193.987,0.341,218.235,1.0,0.75,1.0,2055.0,2064.0,2065.0
2,0.5,resnet8,0.29600000000000004,0.013,LayerNode_2,2359296,30049.409,1.108,6983.516,22478.193,586.591,290.98,0.085,295.526,1.0,0.75,1.0,4158.0,4163.0,4164.0
2,0.5,resnet8,0.29600000000000004,0.013,LayerNode_4,2359296,30049.409,1.108,6983.516,22478.193,586.591,290.98,0.085,295.526,1.0,0.75,1.0,4158.0,4163.0,4164.0
2,0.6,resnet8,0.29600000000000004,0.046,LayerNode_10,131072,6006.206,0.355,558.681,5394.766,52.404,34.918,0.027,17.459,1.0,0.25,1.0,256,257,258
2,0.6,resnet8,0.29600000000000004,0.025,LayerNode_16,131072,3283.78,1.419,558.681,2697.383,26.297,17.459,0.109,8.729,1.0,0.25,1.0,64,68,69
2,0.6,resnet8,0.29600000000000004,0.018,LayerNode_7,1179648,21495.208,3.192,5028.132,16184.299,279.586,122.212,0.246,157.129,1.0,0.75,1.0,768,777,778
2,0.6,resnet8,0.29600000000000004,0.029,LayerNode_0,442368,12825.031,0.299,1885.549,10789.532,149.65,69.835,0.023,79.792,1.0,0.25,1.0,1024,1025,1026
2,0.6,resnet8,0.29600000000000004,0.015,LayerNode_15,2359296,34726.844,25.533,10056.263,24276.448,368.599,209.505,1.964,157.129,1.0,0.75,1.0,814.0,838.0,839.0
2,0.6,resnet8,0.29600000000000004,0.018,LayerNode_4,2359296,43271.148,1.596,10056.263,32368.597,844.692,419.011,0.123,425.558,1.0,0.75,1.0,4158.0,4163.0,4164.0
2,0.6,resnet8,0.29600000000000004,0.018,LayerNode_2,2359296,43271.148,1.596,10056.263,32368.597,844.692,419.011,0.123,425.558,1.0,0.75,1.0,4158.0,4163.0,4164.0
2,0.6,resnet8,0.29600000000000004,0.018,LayerNode_13,1179648,21444.414,12.767,5028.132,16184.299,219.217,139.67,0.982,78.565,1.0,0.75,1.0,528.0,546.0,547.0
2,0.6,resnet8,0.29600000000000004,0.018,LayerNode_9,2359296,43025.334,6.383,10056.263,32368.597,594.09,279.341,0.491,314.258,1.0,0.75,1.0,2055.0,2064.0,2065.0
2,0.6,resnet8,0.29600000000000004,0.016,LayerNode_22,640,10.106,0.443,2.728,6.585,0.35,0.043,0.034,0.273,1.0,0.25,1.0,1,3,4
2,0.7,resnet8,0.29600000000000004,0.062,LayerNode_10,131072,8175.113,0.483,760.427,7342.876,71.327,47.527,0.037,23.763,1.0,0.25,1.0,256,257,258
2,0.7,resnet8,0.29600000000000004,0.021,LayerNode_22,640,13.756,0.603,3.713,8.963,0.476,0.058,0.046,0.371,1.0,0.25,1.0,1,3,4
2,0.7,resnet8,0.29600000000000004,0.034,LayerNode_16,131072,4469.59,1.931,760.427,3671.438,35.794,23.763,0.149,11.882,1.0,0.25,1.0,64,68,69
2,0.7,resnet8,0.29600000000000004,0.025,LayerNode_7,1179648,29257.367,4.344,6843.846,22028.629,380.548,166.343,0.334,213.87,1.0,0.75,1.0,768,777,778
2,0.7,resnet8,0.29600000000000004,0.025,LayerNode_4,2359296,58896.841,2.172,13687.692,44057.258,1149.719,570.32,0.167,579.232,1.0,0.75,1.0,4158.0,4163.0,4164.0
2,0.7,resnet8,0.29600000000000004,0.025,LayerNode_13,1179648,29188.23,17.377,6843.846,22028.629,298.379,190.107,1.337,106.935,1.0,0.75,1.0,528.0,546.0,547.0
2,0.7,resnet8,0.29600000000000004,0.039,LayerNode_0,442368,17456.293,0.407,2566.442,14685.753,203.691,95.053,0.031,108.606,1.0,0.25,1.0,1024,1025,1026
2,0.7,resnet8,0.29600000000000004,0.025,LayerNode_9,2359296,58562.26,8.688,13687.692,44057.258,808.622,380.214,0.668,427.74,1.0,0.75,1.0,2055.0,2064.0,2065.0
2,0.7,resnet8,0.29600000000000004,0.025,LayerNode_2,2359296,58896.841,2.172,13687.692,44057.258,1149.719,570.32,0.167,579.232,1.0,0.75,1.0,4158.0,4163.0,4164.0
2,0.7,resnet8,0.29600000000000004,0.02,LayerNode_15,2359296,47267.093,34.754,13687.692,33042.943,501.704,285.16,2.673,213.87,1.0,0.75,1.0,814.0,838.0,839.0
2,0.8,resnet8,0.29600000000000004,0.032,LayerNode_7,1179648,38213.703,5.674,8938.901,28772.087,497.042,217.265,0.436,279.341,1.0,0.75,1.0,768,777,778
2,0.8,resnet8,0.29600000000000004,0.045,LayerNode_16,131072,5837.832,2.522,993.211,4795.348,46.751,31.038,0.194,15.519,1.0,0.25,1.0,64,68,69
2,0.8,resnet8,0.29600000000000004,0.052,LayerNode_0,442368,22800.056,0.532,3352.088,19181.391,266.045,124.151,0.041,141.853,1.0,0.25,1.0,1024,1025,1026
2,0.8,resnet8,0.29600000000000004,0.033,LayerNode_2,2359296,76926.486,2.837,17877.801,57544.173,1501.674,744.908,0.218,756.548,1.0,0.75,1.0,4158.0,4163.0,4164.0
2,0.8,resnet8,0.29600000000000004,0.032,LayerNode_13,1179648,38123.403,22.696,8938.901,28772.087,389.719,248.303,1.746,139.67,1.0,0.75,1.0,528.0,546.0,547.0
2,0.8,resnet8,0.29600000000000004,0.028,LayerNode_22,640,17.966,0.788,4.85,11.707,0.621,0.076,0.061,0.485,1.0,0.25,1.0,1,3,4
2,0.8,resnet8,0.29600000000000004,0.033,LayerNode_4,2359296,76926.486,2.837,17877.801,57544.173,1501.674,744.908,0.218,756.548,1.0,0.75,1.0,4158.0,4163.0,4164.0
2,0.8,resnet8,0.29600000000000004,0.026,LayerNode_15,2359296,61736.611,45.393,17877.801,43158.13,655.287,372.454,3.492,279.341,1.0,0.75,1.0,814.0,838.0,839.0
2,0.8,resnet8,0.29600000000000004,0.081,LayerNode_10,131072,10677.699,0.63,993.211,9590.696,93.162,62.076,0.048,31.038,1.0,0.25,1.0,256,257,258
2,0.8,resnet8,0.29600000000000004,0.032,LayerNode_9,2359296,76489.483,11.348,17877.801,57544.173,1056.16,496.606,0.873,558.681,1.0,0.75,1.0,2055.0,2064.0,2065.0
2,0.9,resnet8,0.29600000000000004,0.041,LayerNode_4,2359296,97360.084,3.591,22626.592,72829.344,1900.556,942.775,0.276,957.506,1.0,0.75,1.0,4158.0,4163.0,4164.0
2,0.9,resnet8,0.29600000000000004,0.041,LayerNode_9,2359296,96807.001,14.363,22626.592,72829.344,1336.702,628.516,1.105,707.081,1.0,0.75,1.0,2055.0,2064.0,2065.0
2,0.9,resnet8,0.29600000000000004,0.041,LayerNode_2,2359296,97360.084,3.591,22626.592,72829.344,1900.556,942.775,0.276,957.506,1.0,0.75,1.0,4158.0,4163.0,4164.0
2,0.9,resnet8,0.29600000000000004,0.041,LayerNode_13,1179648,48249.932,28.725,11313.296,36414.672,493.238,314.258,2.21,176.77,1.0,0.75,1.0,528.0,546.0,547.0
2,0.9,resnet8,0.29600000000000004,0.065,LayerNode_0,442368,28856.321,0.673,4242.486,24276.448,336.713,157.129,0.052,179.532,1.0,0.25,1.0,1024,1025,1026
2,0.9,resnet8,0.29600000000000004,0.036,LayerNode_22,640,22.739,0.997,6.138,14.817,0.786,0.096,0.077,0.614,1.0,0.25,1.0,1,3,4
2,0.9,resnet8,0.29600000000000004,0.056,LayerNode_16,131072,7388.506,3.192,1257.033,6069.112,59.169,39.282,0.246,19.641,1.0,0.25,1.0,64,68,69
2,0.9,resnet8,0.29600000000000004,0.103,LayerNode_10,131072,13513.963,0.798,1257.033,12138.224,117.908,78.565,0.061,39.282,1.0,0.25,1.0,256,257,258
2,0.9,resnet8,0.29600000000000004,0.041,LayerNode_7,1179648,48364.218,7.181,11313.296,36414.672,629.069,274.976,0.552,353.541,1.0,0.75,1.0,768,777,778
2,0.9,resnet8,0.29600000000000004,0.033,LayerNode_15,2359296,78135.398,57.45,22626.592,54622.008,829.347,471.387,4.419,353.541,1.0,0.75,1.0,814.0,838.0,839.0
2,1.0,resnet8,0.29600000000000004,0.07,LayerNode_16,131072,9121.612,3.94,1551.892,7492.731,73.048,48.497,0.303,24.248,1.0,0.25,1.0,64,68,69
2,1.0,resnet8,0.29600000000000004,0.05,LayerNode_13,1179648,59567.817,35.463,13967.032,44956.385,608.936,387.973,2.728,218.235,1.0,0.75,1.0,528.0,546.0,547.0
2,1.0,resnet8,0.29600000000000004,0.041,LayerNode_15,2359296,96463.454,70.926,27934.065,67434.578,1023.885,581.96,5.456,436.47,1.0,0.75,1.0,814.0,838.0,839.0
2,1.0,resnet8,0.29600000000000004,0.051,LayerNode_2,2359296,120197.634,4.433,27934.065,89912.771,2346.366,1163.919,0.341,1182.106,1.0,0.75,1.0,4158.0,4163.0,4164.0
2,1.0,resnet8,0.29600000000000004,0.051,LayerNode_4,2359296,120197.634,4.433,27934.065,89912.771,2346.366,1163.919,0.341,1182.106,1.0,0.75,1.0,4158.0,4163.0,4164.0
2,1.0,resnet8,0.29600000000000004,0.127,LayerNode_10,131072,16683.905,0.985,1551.892,14985.462,145.566,96.993,0.076,48.497,1.0,0.25,1.0,256,257,258
2,1.0,resnet8,0.29600000000000004,0.044,LayerNode_22,640,28.073,1.231,7.578,18.293,0.971,0.118,0.095,0.758,1.0,0.25,1.0,1,3,4
2,1.0,resnet8,0.29600000000000004,0.051,LayerNode_9,2359296,119514.817,17.732,27934.065,89912.771,1650.25,775.946,1.364,872.94,1.0,0.75,1.0,2055.0,2064.0,2065.0
2,1.0,resnet8,0.29600000000000004,0.051,LayerNode_7,1179648,59708.912,8.866,13967.032,44956.385,776.628,339.476,0.682,436.47,1.0,0.75,1.0,768,777,778
2,1.0,resnet8,0.29600000000000004,0.081,LayerNode_0,442368,35625.087,0.831,5237.637,29970.924,415.695,193.987,0.064,221.645,1.0,0.25,1.0,1024,1025,1026
